JobID,Description,Time,TotalDMsSent,TotalEMsSent,TotalSMSsSent,TotalCALLsSent,TimeSinceLastEmail,TimeSinceLastDM,TimeSinceLastCall,TimeSinceLastSMS,Age_segment,Segment,Reward,Nr_of_Sales,Nr_of_Opens,Nr_of_Clicks,Nr_of_Unsubs
35578.0,EMsent,2024-03-17,1,8,0,0,0.0,31.0,9999.0,9999.0,41-60,Best Ager,1.0,0,7,0,0
38960.0,EMsent,2024-04-02,1,10,0,0,0.0,47.0,9999.0,9999.0,41-60,Best Ager,0.0,0,8,0,0
39070.0,EMsent,2024-04-03,1,11,0,0,0.0,48.0,9999.0,9999.0,41-60,Best Ager,1.0,0,8,0,0
40456.0,EMsent,2024-04-14,1,12,0,0,0.0,59.0,9999.0,9999.0,41-60,Best Ager,1.0,0,9,0,0
29158.0,EMsent,2024-02-15,1,6,0,0,0.0,0.0,9999.0,9999.0,41-60,Best Ager,1.0,0,5,0,0
48020.0,EMsent,2024-05-31,1,15,0,0,0.0,78.0,9999.0,9999.0,61-80,Best Ager,1.0,0,11,0,0
49295.0,EMsent,2024-06-09,1,16,0,0,0.0,87.0,9999.0,9999.0,61-80,Best Ager,0.0,0,12,0,0
,DM_Offersent,2024-06-13,2,16,0,0,4.0,91.0,9999.0,9999.0,61-80,Best Ager,0.0,0,12,0,0
55388.0,EMsent,2024-07-16,2,17,0,0,0.0,33.0,9999.0,9999.0,61-80,Best Ager,1.0,0,12,0,0
60256.0,EMsent,2024-08-11,2,18,0,0,0.0,59.0,9999.0,9999.0,61-80,Best Ager,1.0,0,13,0,0
65489.0,EMsent,2024-09-08,2,21,0,0,0.0,87.0,9999.0,9999.0,61-80,Best Ager,1.0,0,16,0,0
64536.0,EMsent,2024-09-04,2,20,0,0,0.0,83.0,9999.0,9999.0,61-80,Best Ager,1.0,0,15,0,0
66963.0,EMsent,2024-09-16,2,22,0,0,0.0,95.0,9999.0,9999.0,61-80,Best Ager,1.0,0,17,0,0
,DM_Informationsent,2024-11-07,3,22,0,0,52.0,147.0,9999.0,9999.0,61-80,Best Ager,0.0,0,18,0,0
44710.0,EMsent,2024-05-12,1,14,0,0,0.0,59.0,9999.0,9999.0,61-80,Best Ager,1.0,0,10,0,0
61960.0,EMsent,2024-08-21,2,19,0,0,0.0,69.0,9999.0,9999.0,61-80,Best Ager,1.0,0,14,0,0
44394.0,EMsent,2024-05-08,1,13,0,0,0.0,55.0,9999.0,9999.0,61-80,Best Ager,0.0,0,10,0,0
,DM_Offersent,2024-11-14,4,22,0,0,59.0,7.0,9999.0,9999.0,61-80,Best Ager,0.0,0,18,0,0
42301.0,EMsent,2024-04-25,1,11,0,0,0.0,42.0,9999.0,9999.0,61-80,Best Ager,1.0,0,8,0,0
42756.0,EMsent,2024-04-28,1,12,0,0,0.0,45.0,9999.0,9999.0,61-80,Best Ager,1.0,0,9,0,0
19748.0,EMsent,2023-12-10,0,1,0,0,0.0,9999.0,9999.0,9999.0,61-80,Best Ager,0.0,0,0,0,0
26376.0,EMsent,2024-01-28,0,3,0,0,0.0,9999.0,9999.0,9999.0,61-80,Best Ager,1.0,0,1,0,0
28232.0,EMsent,2024-02-11,0,4,0,0,0.0,9999.0,9999.0,9999.0,61-80,Best Ager,1.0,0,2,0,0
29158.0,EMsent,2024-02-15,0,5,0,0,0.0,9999.0,9999.0,9999.0,61-80,Best Ager,0.0,0,3,0,0
24494.0,EMsent,2024-01-14,0,2,0,0,0.0,9999.0,9999.0,9999.0,61-80,Best Ager,1.0,0,0,0,0
34062.0,EMsent,2024-03-10,0,7,0,0,0.0,9999.0,9999.0,9999.0,61-80,Best Ager,1.0,0,4,0,0
,DM_Offersent,2024-03-14,1,7,0,0,4.0,9999.0,9999.0,9999.0,61-80,Best Ager,0.0,0,5,0,0
35578.0,EMsent,2024-03-17,1,8,0,0,0.0,3.0,9999.0,9999.0,61-80,Best Ager,1.0,0,5,0,0
39070.0,EMsent,2024-04-03,1,9,0,0,0.0,20.0,9999.0,9999.0,61-80,Best Ager,1.0,0,6,0,0
40456.0,EMsent,2024-04-14,1,10,0,0,0.0,31.0,9999.0,9999.0,61-80,Best Ager,1.0,0,7,0,0
29430.0,EMsent,2024-02-17,0,6,0,0,0.0,9999.0,9999.0,9999.0,61-80,Best Ager,1.0,0,3,0,0
,DM_Offersent,2024-06-10,1,0,0,0,9999.0,9999.0,9999.0,9999.0,61-80,Best Ager,0.0,0,0,0,0
,DM_Offersent,2024-11-16,2,0,0,0,9999.0,159.0,9999.0,9999.0,61-80,Best Ager,0.0,0,0,0,0
,DM_Offersent,2024-04-15,1,0,0,0,9999.0,9999.0,9999.0,9999.0,61-80,Silver Ager,0.0,0,0,0,0
49295.0,EMsent,2024-06-09,0,7,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,0.0,0,2,4,0
65489.0,EMsent,2024-09-08,0,10,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,1.0,0,3,4,0
60256.0,EMsent,2024-08-11,0,9,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,0.0,0,3,4,0
55388.0,EMsent,2024-07-16,0,8,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,1.0,0,2,4,0
44710.0,EMsent,2024-05-12,0,6,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,0.0,0,2,4,0
34062.0,EMsent,2024-03-10,0,4,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,7.0,0,0,0,0
28232.0,EMsent,2024-02-11,0,3,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,0.0,0,0,0,0
24494.0,EMsent,2024-01-14,0,2,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,0.0,0,0,0,0
19748.0,EMsent,2023-12-10,0,1,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,0.0,0,0,0,0
40456.0,EMsent,2024-04-14,0,5,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,3.0,0,1,3,0
,DM_Offersent,2024-03-14,1,4,0,0,4.0,9999.0,9999.0,9999.0,80+,Silver Ager,0.0,0,4,2,0
19748.0,EMsent,2023-12-10,0,1,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,3.0,0,0,0,0
24494.0,EMsent,2024-01-14,0,2,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,1.0,0,1,1,0
28232.0,EMsent,2024-02-11,0,3,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,3.0,0,2,1,0
34062.0,EMsent,2024-03-10,0,4,0,0,0.0,9999.0,9999.0,9999.0,80+,Silver Ager,1.0,0,3,2,0
40456.0,EMsent,2024-04-14,1,5,0,0,0.0,31.0,9999.0,9999.0,80+,Silver Ager,1.0,0,4,2,0
44710.0,EMsent,2024-05-12,1,6,0,0,0.0,59.0,9999.0,9999.0,80+,Silver Ager,1.0,0,5,2,0
49295.0,EMsent,2024-06-09,1,7,0,0,0.0,87.0,9999.0,9999.0,80+,Silver Ager,1.0,0,6,2,0
55388.0,EMsent,2024-07-16,1,8,0,0,0.0,124.0,9999.0,9999.0,80+,Silver Ager,3.0,0,7,2,0
60256.0,EMsent,2024-08-11,1,9,0,0,0.0,150.0,9999.0,9999.0,80+,Silver Ager,3.0,0,8,3,0
65489.0,EMsent,2024-09-08,1,10,0,0,0.0,178.0,9999.0,9999.0,80+,Silver Ager,1.0,0,9,4,0
65489.0,EMsent,2024-09-08,2,2,0,0,0.0,87.0,9999.0,9999.0,61-80,Best Ager,1.0,1,1,0,0
55388.0,EMsent,2024-07-16,2,1,0,0,0.0,33.0,9999.0,9999.0,61-80,Best Ager,1.0,1,0,0,0
,DM_Offersent,2024-06-13,2,0,0,0,9999.0,90.0,9999.0,9999.0,61-80,Best Ager,10.0,0,0,0,0
,DM_Offersent,2024-03-15,1,0,0,0,9999.0,9999.0,9999.0,9999.0,61-80,Best Ager,0.0,0,0,0,0
69140.0,EMsent,2024-09-27,4,25,0,0,0.0,22.0,9999.0,9999.0,61-80,Best Ager,1.0,0,24,0,0
67805.0,EMsent,2024-09-19,4,24,0,0,0.0,14.0,9999.0,9999.0,61-80,Best Ager,1.0,0,23,0,0
66948.0,EMsent,2024-09-15,4,23,0,0,0.0,10.0,9999.0,9999.0,61-80,Best Ager,1.0,0,22,0,0
65489.0,EMsent,2024-09-08,4,22,0,0,0.0,3.0,9999.0,9999.0,61-80,Best Ager,1.0,0,21,0,0
,DM_Offersent,2024-09-05,4,21,0,0,25.0,84.0,9999.0,9999.0,61-80,Best Ager,0.0,0,21,0,0
60256.0,EMsent,2024-08-11,3,21,0,0,0.0,59.0,9999.0,9999.0,61-80,Best Ager,1.0,0,20,0,0
55388.0,EMsent,2024-07-16,3,20,0,0,0.0,33.0,9999.0,9999.0,61-80,Best Ager,1.0,0,19,0,0
,DM_Offersent,2024-06-13,3,19,0,0,4.0,59.0,9999.0,9999.0,61-80,Best Ager,0.0,0,19,0,0
49295.0,EMsent,2024-06-09,2,19,0,0,0.0,55.0,9999.0,9999.0,61-80,Best Ager,1.0,0,18,0,0
48826.0,EMsent,2024-06-04,2,18,0,0,0.0,50.0,9999.0,9999.0,61-80,Best Ager,1.0,0,17,0,0
